customer_id,age,state,account_type,monthly_income_bracket,avg_monthly_balance,num_transactions_month,mobile_app_logins,customer_support_calls,preferred_channel,tenure_months,credit_score,churn
130,35,Bauchi,Current,<50k,134117.82,27,26,3,Mobile App,86,515.0,1
131,37,Ebonyi,Current,300k-600k,14355.68,21,21,0,Mobile App,12,420.0,1
132,50,Jigawa,Current,<50k,568639.42,30,20,1,USSD,53,566.0,1
133,19,Ekiti,Current,<50k,28837.76,29,15,1,Mobile App,26,464.0,1
134,56,Katsina,Savings,150k-300k,259930.69,18,24,0,Branch,9,603.0,0
135,54,Plateau,Savings,50k-150k,70938.24,31,17,2,USSD,94,477.0,0
136,43,Niger,Savings,<50k,74965.6,23,15,0,ATM,51,699.0,0
137,68,Ondo,Savings,<50k,144638.47,22,22,0,Mobile App,107,490.0,0
138,19,Nasarawa,Savings,<50k,125176.95,18,23,1,Mobile App,49,531.0,0
139,20,Kaduna,Savings,300k-600k,17993.93,18,23,0,ATM,93,633.0,1
140,37,Rivers,Savings,50k-150k,35560.04,26,13,3,ATM,15,449.0,1
141,27,Osun,Savings,150k-300k,521195.95,30,23,2,Mobile App,88,580.0,0
142,59,Akwa Ibom,Savings,<50k,111288.75,33,17,2,Mobile App,70,678.0,1
143,38,Yobe,Savings,50k-150k,96923.51,30,14,1,Branch,54,415.0,1
144,57,Gombe,Savings,50k-150k,142754.72,17,12,1,Mobile App,85,577.0,0
145,26,Akwa Ibom,Business,50k-150k,52494.83,28,19,1,Mobile App,110,583.0,0
146,19,Kebbi,Savings,50k-150k,18964.54,16,21,1,ATM,50,630.0,1
147,45,Akwa Ibom,Current,<50k,454851.98,19,25,2,USSD,31,449.0,1
148,20,Yobe,Savings,150k-300k,29495.59,25,19,0,Mobile App,53,441.0,0
149,33,Borno,Savings,50k-150k,200442.43,21,15,1,USSD,60,607.0,1
150,21,Akwa Ibom,Savings,50k-150k,240393.0,22,10,0,Mobile App,75,587.0,0
151,40,Ebonyi,Savings,300k-600k,1785.14,17,20,2,Mobile App,119,583.0,1
152,47,Adamawa,Savings,150k-300k,265904.32,23,17,1,USSD,21,591.0,0
153,55,Sokoto,Savings,50k-150k,820594.58,14,15,4,Branch,119,499.0,1
154,30,Borno,Savings,<50k,377023.01,34,30,3,USSD,100,581.0,0
155,23,Edo,Savings,300k-600k,101383.51,30,15,2,Mobile App,114,586.0,0
156,27,Kano,Savings,50k-150k,2902.51,33,21,2,ATM,5,496.0,1
157,34,Kaduna,Current,50k-150k,480791.5,21,22,2,Mobile App,37,728.0,0
158,25,Kebbi,Savings,50k-150k,356334.0,25,16,4,Mobile App,25,603.0,0
159,26,Kogi,Savings,150k-300k,561261.7,34,20,3,USSD,56,453.0,1
160,51,Oyo,Savings,150k-300k,831357.63,23,18,1,Mobile App,6,619.0,1
161,34,Kaduna,Business,50k-150k,51904.01,23,14,0,Branch,27,472.0,1
162,69,Bayelsa,Savings,<50k,64020.96,21,24,1,USSD,19,631.0,0
163,60,Abia,Savings,<50k,97957.82,31,28,1,Mobile App,41,664.0,1
164,67,Cross River,Savings,<50k,17867.49,15,16,4,Mobile App,105,486.0,0
165,39,Imo,Business,300k-600k,661135.87,30,21,1,USSD,12,647.0,0
166,20,Osun,Current,>600k,274474.24,30,12,3,Mobile App,95,597.0,0
167,58,Osun,Savings,50k-150k,9452.2,22,15,2,Mobile App,49,634.0,1
168,57,Bauchi,Savings,<50k,228857.8,27,13,2,Mobile App,100,731.0,0
169,46,Kano,Savings,50k-150k,28988.5,26,13,3,Mobile App,49,538.0,1
170,56,Kogi,Savings,<50k,307013.89,24,18,1,USSD,3,492.0,0
171,44,Borno,Current,150k-300k,215096.58,23,21,2,Mobile App,61,480.0,0
172,56,Kaduna,Current,<50k,162363.12,32,20,1,USSD,43,487.0,0
173,57,Enugu,Business,50k-150k,81653.64,24,17,1,Mobile App,65,553.0,0
174,69,Anambra,Current,300k-600k,240910.07,21,20,0,Mobile App,57,591.0,0
175,54,Ogun,Savings,50k-150k,67926.9,24,20,2,Mobile App,35,585.0,0
176,20,Lagos,Savings,<50k,4423.84,27,13,2,Mobile App,88,634.0,0
177,36,Oyo,Savings,<50k,494190.62,32,22,2,Mobile App,106,561.0,1
178,51,Edo,Savings,150k-300k,23589.03,21,18,0,Mobile App,56,691.0,1
179,31,Ekiti,Business,<50k,304300.12,23,23,0,Mobile App,53,536.0,1
180,38,Anambra,Current,<50k,92800.06,21,23,2,USSD,8,805.0,0
181,19,Niger,Savings,150k-300k,121551.17,21,23,0,USSD,93,616.0,0
182,27,Abia,Current,300k-600k,58348.91,34,21,2,ATM,49,483.0,1
183,69,Ogun,Savings,50k-150k,29549.23,22,18,0,Mobile App,7,464.0,0
184,59,Kwara,Savings,50k-150k,9840.61,28,17,1,Mobile App,52,603.0,0
185,34,Ebonyi,Current,300k-600k,3261.93,27,11,1,USSD,19,540.0,0
186,19,Kebbi,Savings,50k-150k,173588.74,21,25,1,Mobile App,81,624.0,0
187,44,Kogi,Savings,<50k,453408.56,31,15,0,Mobile App,80,603.0,0
188,18,Ondo,Savings,50k-150k,51592.38,16,17,1,Mobile App,113,553.0,0
189,67,Bayelsa,Current,<50k,16147.54,29,20,1,Mobile App,57,484.0,1
190,53,Nasarawa,Savings,<50k,150883.81,32,25,1,Mobile App,108,424.0,0
191,50,Anambra,Savings,<50k,138027.31,29,19,2,Mobile App,52,520.0,0
192,39,Taraba,Savings,<50k,264134.59,27,17,1,Mobile App,61,637.0,1
193,66,Niger,Savings,150k-300k,43857.41,26,17,0,ATM,66,579.0,0
194,52,Ogun,Savings,50k-150k,396006.98,20,18,0,Mobile App,1,448.0,1
195,51,Kebbi,Current,50k-150k,13949.91,25,10,1,ATM,107,576.0,0
196,35,Kebbi,Current,<50k,147365.06,35,20,2,ATM,7,595.0,1
197,53,Osun,Savings,<50k,206616.48,25,16,1,USSD,35,480.0,1
198,20,Taraba,Business,<50k,53605.83,24,12,3,USSD,40,574.0,0
199,61,Ogun,Current,50k-150k,10816.68,22,17,2,Mobile App,14,565.0,1
200,33,Niger,Savings,50k-150k,18908.19,23,20,0,USSD,65,457.0,1
201,28,Bauchi,Savings,150k-300k,424287.9,30,19,1,ATM,7,592.0,1
202,27,Katsina,Savings,<50k,142.88,15,12,1,USSD,75,610.0,0
203,68,Borno,Current,150k-300k,62811.51,34,16,0,USSD,84,657.0,0
204,59,Kaduna,Savings,50k-150k,775222.92,18,22,0,Mobile App,32,655.0,1
205,38,Bauchi,Current,50k-150k,95342.29,19,18,0,Mobile App,79,436.0,1
206,42,Anambra,Savings,50k-150k,25850.82,30,21,2,Mobile App,98,476.0,1
207,52,Bauchi,Savings,150k-300k,11681.69,26,23,0,Mobile App,36,606.0,1
208,23,Imo,Current,50k-150k,553705.88,21,19,1,Mobile App,78,606.0,1
209,63,Cross River,Current,150k-300k,424338.38,27,16,1,Mobile App,3,606.0,0
210,61,Nasarawa,Current,50k-150k,17750.38,17,10,3,Mobile App,21,850.0,1
211,25,Borno,Savings,50k-150k,177060.21,18,25,1,Branch,98,611.0,0
212,51,Abia,Savings,300k-600k,194134.71,19,22,1,ATM,46,662.0,1
213,58,Plateau,Savings,50k-150k,241197.72,25,18,0,Mobile App,73,646.0,0
214,63,Sokoto,Savings,50k-150k,30253.77,23,17,1,Mobile App,111,619.0,0
215,18,Bauchi,Current,50k-150k,39144.26,25,23,0,USSD,71,532.0,1
216,20,Kaduna,Savings,<50k,561433.26,28,20,1,Mobile App,83,628.0,1
217,69,Zamfara,Current,>600k,200533.13,27,11,1,Mobile App,93,490.0,0
218,55,Katsina,Savings,<50k,86831.22,35,21,1,Branch,90,539.0,1
219,44,Lagos,Current,<50k,384485.44,21,17,4,Mobile App,44,516.0,1
220,69,Kano,Savings,150k-300k,149615.28,31,20,0,Mobile App,93,567.0,0
221,30,Ondo,Savings,150k-300k,23382.98,21,18,1,Mobile App,4,768.0,1
222,60,Oyo,Savings,<50k,286992.6,22,26,0,Mobile App,17,392.0,0
223,64,Gombe,Savings,150k-300k,369415.03,24,20,1,ATM,113,622.0,1
224,67,Cross River,Savings,300k-600k,9853.1,25,20,0,Branch,92,415.0,0
225,36,Plateau,Current,300k-600k,24558.99,26,19,2,ATM,48,518.0,1
226,36,Abia,Savings,<50k,51064.42,21,13,1,Mobile App,40,658.0,1
227,23,Ekiti,Savings,<50k,31253.85,23,12,1,USSD,61,566.0,0
228,64,Zamfara,Current,50k-150k,245061.94,21,18,1,Mobile App,90,463.0,0
229,31,Adamawa,Current,50k-150k,19069.23,30,22,0,Mobile App,44,496.0,1
230,22,FCT,Current,<50k,20085.04,26,21,0,Mobile App,11,621.0,0
231,60,Yobe,Current,<50k,1118193.2,19,18,3,Mobile App,99,494.0,1
232,69,FCT,Savings,300k-600k,157188.4,22,25,2,Mobile App,69,579.0,0
233,62,Ebonyi,Current,50k-150k,98060.34,24,19,0,ATM,44,564.0,1
234,62,Kaduna,Savings,<50k,82873.71,21,22,3,Mobile App,35,501.0,1
235,53,Katsina,Savings,<50k,122629.18,28,17,0,USSD,30,753.0,1
236,26,Adamawa,Current,50k-150k,60600.94,25,17,2,ATM,85,617.0,0
237,40,Lagos,Savings,50k-150k,531316.6,23,22,1,Mobile App,16,378.0,1
238,49,Imo,Savings,50k-150k,545277.45,23,11,0,Mobile App,52,577.0,0
239,46,Kwara,Business,50k-150k,665427.24,27,19,1,Mobile App,97,500.0,0
240,62,Osun,Savings,<50k,489018.91,17,30,2,Mobile App,58,637.0,1
241,45,Oyo,Savings,150k-300k,541541.31,30,21,1,Branch,62,489.0,1
242,57,Anambra,Current,150k-300k,118232.8,25,16,3,ATM,53,550.0,0
243,69,Osun,Savings,<50k,65280.51,20,17,1,Branch,7,605.0,1
244,28,Ogun,Current,<50k,87670.3,25,24,1,Branch,92,638.0,0
245,36,Sokoto,Savings,<50k,286570.93,23,18,0,Mobile App,53,452.0,1
246,18,Kaduna,Savings,<50k,29181.86,31,17,2,Mobile App,8,530.0,0
247,26,Bayelsa,Savings,>600k,913.46,35,14,1,USSD,105,517.0,1
248,19,Rivers,Savings,50k-150k,247130.35,25,11,0,Mobile App,96,501.0,1
249,21,Plateau,Savings,<50k,144358.44,31,11,1,USSD,1,719.0,0
250,46,Edo,Savings,>600k,268808.55,24,20,0,USSD,65,596.0,1
251,21,Kwara,Current,50k-150k,200824.2,22,26,2,Mobile App,103,447.0,1
252,18,Osun,Savings,150k-300k,34405.92,32,19,3,ATM,89,643.0,0
253,45,Akwa Ibom,Savings,>600k,211054.43,23,6,2,Mobile App,44,751.0,1
254,35,Sokoto,Savings,300k-600k,736142.7,25,16,0,Mobile App,99,653.0,1
255,63,Ondo,Business,>600k,176956.31,18,18,1,Mobile App,14,423.0,0
256,30,Kaduna,Savings,300k-600k,46011.53,23,15,0,USSD,50,516.0,0
257,57,Kogi,Current,150k-300k,39920.61,27,18,1,USSD,38,674.0,0
258,23,Katsina,Current,<50k,41382.78,25,15,1,Mobile App,113,496.0,0
259,66,Imo,Current,<50k,243112.69,20,13,0,Mobile App,93,600.0,1
260,60,Benue,Current,50k-150k,337804.33,25,23,0,USSD,49,630.0,1
261,64,Anambra,Savings,300k-600k,34142.78,20,11,1,Mobile App,46,477.0,1
262,56,Taraba,Savings,<50k,793544.98,14,14,1,Mobile App,98,555.0,0
263,39,Zamfara,Current,<50k,218155.19,24,17,0,USSD,98,300.0,1
264,47,Kaduna,Current,50k-150k,94284.09,20,19,1,Branch,19,468.0,1
265,44,Sokoto,Current,<50k,71541.08,34,21,0,Branch,79,537.0,1
266,25,Abia,Current,50k-150k,275624.08,31,10,2,USSD,86,448.0,0
267,60,Nasarawa,Current,150k-300k,148261.2,26,20,1,Mobile App,43,707.0,0
268,45,Enugu,Savings,50k-150k,87835.37,26,20,0,ATM,66,431.0,0
269,19,Ebonyi,Current,50k-150k,25554.32,24,18,0,ATM,76,520.0,0
270,37,Borno,Savings,50k-150k,187873.86,23,18,1,Branch,119,572.0,0
271,28,Imo,Savings,<50k,133514.7,22,14,2,USSD,45,690.0,0
272,31,FCT,Current,<50k,252270.97,28,19,2,Mobile App,105,431.0,0
273,41,Plateau,Current,<50k,815725.56,22,18,1,Mobile App,91,665.0,1
274,30,Kaduna,Savings,150k-300k,119597.24,31,14,0,Mobile App,11,561.0,1
275,25,Benue,Savings,150k-300k,714564.74,16,17,1,ATM,61,472.0,0
276,61,Anambra,Savings,50k-150k,8420.96,25,21,0,USSD,103,602.0,1
277,38,Rivers,Current,<50k,172118.99,22,12,2,Mobile App,90,578.0,1
278,39,Plateau,Savings,<50k,351278.62,17,19,0,USSD,114,506.0,0
279,26,Delta,Savings,>600k,45728.91,26,19,2,Mobile App,88,566.0,1
280,59,Oyo,Savings,<50k,145305.18,22,15,0,ATM,43,525.0,0
281,60,Yobe,Savings,<50k,341110.61,27,16,1,Mobile App,116,570.0,0
282,28,Plateau,Current,<50k,136815.22,35,23,1,Mobile App,54,620.0,0
283,33,Plateau,Current,150k-300k,176143.02,25,11,1,Mobile App,60,703.0,1
284,67,Sokoto,Current,150k-300k,12989.24,22,8,1,Mobile App,41,449.0,1
285,26,Bauchi,Current,>600k,407486.39,21,13,2,USSD,34,752.0,1
286,20,Delta,Current,300k-600k,1539.43,22,16,0,Mobile App,29,384.0,1
287,53,Kwara,Savings,<50k,143375.68,39,16,1,Mobile App,86,546.0,1
288,69,Benue,Current,300k-600k,128728.76,27,20,2,Mobile App,43,613.0,0
289,68,Ondo,Current,>600k,17750.57,24,14,0,Mobile App,30,585.0,0
290,59,Kebbi,Current,50k-150k,52214.19,26,14,0,Mobile App,100,504.0,0
291,30,Plateau,Current,<50k,259448.7,22,17,1,ATM,89,541.0,0
292,18,Ogun,Current,<50k,454323.6,25,20,3,Branch,57,516.0,1
293,61,Osun,Savings,300k-600k,36795.11,16,19,1,Mobile App,22,507.0,0
294,28,Delta,Current,>600k,641565.52,33,14,3,USSD,89,636.0,0
295,41,Borno,Current,>600k,39472.8,21,22,4,Mobile App,35,592.0,1
296,22,Cross River,Current,50k-150k,191034.33,25,22,2,ATM,33,498.0,0
297,19,Ebonyi,Savings,150k-300k,210820.89,24,13,1,Mobile App,113,641.0,1
298,34,Kogi,Savings,150k-300k,223798.49,25,25,3,ATM,88,588.0,0
299,34,Niger,Current,50k-150k,284644.07,23,18,1,Mobile App,90,633.0,0
300,37,FCT,Savings,300k-600k,162497.67,20,21,0,Mobile App,22,617.0,1
301,32,Adamawa,Savings,300k-600k,5557.42,31,15,1,Mobile App,84,485.0,0
302,21,Kano,Savings,<50k,150911.61,27,16,4,ATM,50,510.0,0
303,28,Imo,Savings,<50k,357952.42,26,20,1,USSD,84,627.0,1
304,40,Anambra,Savings,50k-150k,171852.25,32,10,2,Mobile App,119,615.0,1
305,18,Benue,Business,50k-150k,34115.9,24,24,3,Branch,29,558.0,0
306,59,Enugu,Current,<50k,46031.81,28,31,3,Mobile App,61,571.0,1
307,67,Edo,Savings,50k-150k,137036.71,28,20,0,Mobile App,112,675.0,0
308,64,Kebbi,Current,300k-600k,25991.58,22,12,2,Branch,90,507.0,1
309,68,Taraba,Current,50k-150k,27572.21,28,21,3,USSD,42,609.0,1
310,21,Kebbi,Savings,150k-300k,171428.91,25,14,0,Branch,77,542.0,1
311,55,Zamfara,Current,150k-300k,610875.39,39,10,2,Mobile App,18,540.0,0
312,19,Benue,Savings,<50k,55753.47,27,20,0,USSD,61,659.0,0
313,62,Kebbi,Current,50k-150k,125954.33,19,11,1,Mobile App,111,634.0,0
314,44,Delta,Current,300k-600k,78073.78,16,18,3,Mobile App,98,633.0,1
315,51,Kebbi,Current,50k-150k,265241.76,16,25,0,Mobile App,106,677.0,0
316,30,Imo,Current,>600k,153394.98,27,21,2,USSD,82,562.0,0
317,64,Nasarawa,Business,300k-600k,181904.24,27,11,0,Mobile App,47,621.0,0
318,35,Ekiti,Current,50k-150k,151826.71,20,19,1,USSD,8,532.0,0
319,28,Ogun,Current,50k-150k,334348.91,18,17,0,USSD,23,589.0,1
320,22,FCT,Savings,50k-150k,39885.39,26,12,0,USSD,87,548.0,0
321,46,Borno,Savings,50k-150k,380870.27,24,20,0,Mobile App,70,569.0,1
322,42,Oyo,Current,300k-600k,25435.52,25,21,0,ATM,114,614.0,0
323,31,Plateau,Business,50k-150k,185361.33,31,18,5,Mobile App,96,486.0,0
324,65,Benue,Current,150k-300k,136856.64,16,12,0,Mobile App,45,748.0,1
325,63,Oyo,Current,50k-150k,98480.78,33,16,0,Mobile App,65,469.0,1
326,58,Kaduna,Savings,<50k,150439.14,31,18,2,USSD,67,451.0,1
327,55,Kwara,Business,50k-150k,60370.4,29,16,0,USSD,45,664.0,1
328,58,Oyo,Current,50k-150k,102664.99,31,18,0,USSD,79,631.0,1
329,54,Oyo,Savings,>600k,7293.47,21,18,0,Mobile App,59,616.0,1
