customer_id,age,state,account_type,monthly_income_bracket,avg_monthly_balance,num_transactions_month,mobile_app_logins,customer_support_calls,preferred_channel,tenure_months,credit_score,churn
195,42,Niger,Savings,<50k,238068.47,30,19,1,ATM,94,576.0,0
196,69,Anambra,Savings,300k-600k,102296.63,31,23,1,Mobile App,118,595.0,0
197,42,Imo,Business,150k-300k,122907.31,23,19,0,Mobile App,24,480.0,0
198,34,Ondo,Savings,300k-600k,65450.7,24,22,0,USSD,88,574.0,0
199,29,Borno,Business,150k-300k,30127.47,21,10,0,Mobile App,69,565.0,1
200,68,Imo,Current,>600k,73148.21,31,23,0,Branch,45,457.0,0
201,69,Plateau,Savings,50k-150k,159491.02,21,15,2,Mobile App,40,592.0,0
202,28,Kwara,Current,50k-150k,105536.95,38,19,1,Mobile App,108,610.0,0
203,27,Adamawa,Savings,150k-300k,243405.83,27,16,1,Mobile App,101,657.0,0
204,34,Cross River,Savings,<50k,365308.5,23,17,2,Mobile App,75,655.0,0
205,62,Ogun,Savings,<50k,47325.41,17,19,0,Mobile App,7,436.0,1
206,33,Kogi,Savings,<50k,11586.45,24,19,0,Mobile App,66,476.0,1
207,69,Taraba,Savings,50k-150k,938625.82,24,19,3,USSD,87,606.0,0
208,37,Cross River,Savings,50k-150k,428511.59,17,22,1,ATM,69,606.0,0
209,66,Sokoto,Current,50k-150k,61609.68,33,22,0,ATM,18,606.0,0
210,22,Taraba,Current,300k-600k,35494.68,27,20,2,Mobile App,66,850.0,0
211,58,Yobe,Business,300k-600k,603337.48,15,20,3,Mobile App,109,611.0,0
212,49,Niger,Current,>600k,52907.35,22,20,0,ATM,52,662.0,0
213,44,Benue,Current,50k-150k,50177.39,23,13,0,Mobile App,40,646.0,0
214,21,Ogun,Savings,50k-150k,23270.85,29,16,1,Mobile App,34,619.0,0
215,58,Edo,Savings,50k-150k,67907.59,19,15,1,Mobile App,67,532.0,0
216,65,Jigawa,Savings,50k-150k,367779.05,21,15,3,USSD,9,628.0,0
217,24,Kebbi,Savings,50k-150k,168714.4,23,14,0,USSD,109,490.0,0
218,63,Kogi,Current,50k-150k,19298.85,27,18,0,ATM,7,539.0,0
219,31,Niger,Current,<50k,684777.14,25,11,0,ATM,37,516.0,0
220,56,Ekiti,Business,150k-300k,155088.09,20,15,2,Mobile App,63,567.0,0
221,41,Kwara,Savings,50k-150k,107810.34,33,16,0,USSD,119,768.0,0
222,65,Oyo,Current,50k-150k,306723.44,29,10,3,Mobile App,38,392.0,1
223,35,Jigawa,Current,<50k,164355.06,21,16,2,Mobile App,81,622.0,0
224,55,Ogun,Savings,<50k,452228.17,26,15,2,Mobile App,4,415.0,0
225,56,Katsina,Savings,50k-150k,242368.52,17,19,0,Mobile App,94,518.0,0
226,68,Benue,Business,<50k,220664.93,22,15,0,Mobile App,71,658.0,0
227,57,Anambra,Current,150k-300k,82421.31,29,15,1,Mobile App,10,566.0,1
228,18,Plateau,Current,>600k,917353.99,20,22,1,USSD,116,463.0,0
229,34,Oyo,Business,50k-150k,211065.27,30,22,0,Mobile App,5,496.0,0
230,43,Plateau,Current,150k-300k,116635.97,26,16,0,Mobile App,55,621.0,0
231,68,Anambra,Savings,50k-150k,31918.36,24,20,1,Mobile App,93,494.0,1
232,39,Kaduna,Current,150k-300k,162223.85,31,11,0,Mobile App,113,579.0,0
233,56,Katsina,Current,150k-300k,219472.41,31,15,2,Mobile App,79,564.0,0
234,35,Kwara,Savings,300k-600k,92873.16,27,19,1,Mobile App,21,501.0,0
235,55,Cross River,Savings,150k-300k,13354.3,25,18,0,Branch,48,753.0,0
236,45,Imo,Savings,150k-300k,320303.73,34,13,2,Mobile App,79,617.0,0
237,38,Kebbi,Current,50k-150k,212249.51,26,24,3,Branch,4,378.0,0
238,55,Cross River,Savings,50k-150k,230760.14,24,16,1,Mobile App,105,577.0,0
239,50,Nasarawa,Savings,50k-150k,56220.32,20,16,1,USSD,22,500.0,0
240,47,Zamfara,Current,50k-150k,28013.74,30,22,1,USSD,65,637.0,0
241,59,Enugu,Savings,50k-150k,120324.63,23,29,2,Mobile App,85,489.0,0
242,25,Jigawa,Business,<50k,55226.82,27,14,1,ATM,76,550.0,0
243,47,Ondo,Business,150k-300k,303714.12,28,21,1,USSD,48,605.0,0
244,56,Borno,Savings,300k-600k,151840.28,30,23,1,ATM,80,638.0,0
245,26,Enugu,Savings,300k-600k,28321.54,20,24,1,Branch,118,452.0,0
246,50,Gombe,Savings,50k-150k,43694.98,19,19,0,Mobile App,35,530.0,0
247,60,Nasarawa,Savings,<50k,435812.31,37,12,2,Mobile App,9,517.0,0
248,46,Ebonyi,Current,300k-600k,199726.64,24,12,1,Mobile App,12,501.0,0
249,48,Osun,Savings,150k-300k,102350.7,18,13,1,Mobile App,84,719.0,0
250,20,Akwa Ibom,Savings,50k-150k,255148.65,23,19,0,Mobile App,99,596.0,0
251,67,Kogi,Savings,300k-600k,330963.78,20,19,2,USSD,114,447.0,0
252,55,FCT,Savings,50k-150k,24302.93,24,15,2,Mobile App,85,643.0,1
253,28,Katsina,Savings,300k-600k,369008.02,27,19,2,Mobile App,91,751.0,0
254,22,Kano,Current,<50k,585785.09,34,23,0,USSD,93,653.0,0
255,48,Ekiti,Savings,300k-600k,18864.47,25,18,1,ATM,81,423.0,0
256,37,Ogun,Savings,150k-300k,78334.44,29,13,2,ATM,119,516.0,0
257,21,Kano,Current,<50k,36768.88,31,23,2,Mobile App,116,674.0,0
258,25,Imo,Current,50k-150k,112407.28,18,20,2,Mobile App,112,496.0,0
259,59,Adamawa,Savings,150k-300k,49722.81,27,23,1,Mobile App,54,600.0,1
260,52,Abia,Savings,<50k,90006.81,22,12,1,Mobile App,47,630.0,0
261,30,Akwa Ibom,Savings,50k-150k,55405.0,16,20,1,Mobile App,56,477.0,0
262,66,Lagos,Savings,50k-150k,720.38,20,23,0,Mobile App,34,555.0,1
263,22,Adamawa,Current,150k-300k,3847.04,23,28,4,USSD,69,300.0,0
264,57,Imo,Savings,50k-150k,144681.96,29,16,0,Mobile App,45,468.0,0
265,36,Osun,Current,150k-300k,144137.06,25,18,0,USSD,54,537.0,0
266,35,FCT,Business,<50k,7348.1,27,15,0,Mobile App,97,448.0,0
267,50,Anambra,Current,<50k,240437.67,22,22,1,USSD,5,707.0,1
268,21,Enugu,Savings,50k-150k,5450.3,24,21,1,Branch,13,431.0,1
269,35,Jigawa,Savings,<50k,133328.19,19,22,2,Mobile App,115,520.0,0
270,63,Jigawa,Savings,50k-150k,100575.63,30,13,1,Mobile App,61,572.0,0
271,41,Katsina,Current,150k-300k,429117.15,24,20,2,USSD,68,690.0,0
272,60,Osun,Savings,300k-600k,171823.76,27,18,1,Mobile App,10,431.0,1
273,46,Niger,Savings,<50k,345668.72,27,18,2,ATM,33,665.0,0
274,48,Jigawa,Savings,150k-300k,1279442.63,23,16,2,USSD,50,561.0,0
275,45,Edo,Savings,50k-150k,39057.71,27,22,1,Mobile App,20,472.0,0
276,26,Ondo,Current,150k-300k,12961.07,38,17,1,Mobile App,4,602.0,1
277,62,Cross River,Current,<50k,297865.89,31,20,1,USSD,16,578.0,0
278,43,Rivers,Business,50k-150k,199714.28,31,21,1,Mobile App,11,506.0,0
279,66,Taraba,Current,300k-600k,201102.98,19,22,1,Mobile App,20,566.0,0
280,64,Imo,Savings,<50k,76034.75,25,24,1,Mobile App,96,525.0,0
281,19,Plateau,Savings,300k-600k,21615.97,18,19,0,USSD,32,570.0,0
282,23,Ogun,Savings,50k-150k,255458.59,29,20,3,Mobile App,11,620.0,0
283,46,Osun,Savings,300k-600k,156760.98,24,17,2,Mobile App,80,703.0,0
284,43,Abia,Current,>600k,139229.84,18,14,2,Mobile App,83,449.0,1
285,45,Ogun,Business,<50k,266341.57,29,14,0,Mobile App,17,752.0,0
286,24,Rivers,Current,150k-300k,895113.77,16,22,0,Mobile App,98,384.0,0
287,51,Ebonyi,Current,<50k,269588.92,30,15,3,Mobile App,85,546.0,0
288,62,Yobe,Savings,<50k,545415.5,26,14,1,Mobile App,88,613.0,0
289,27,Adamawa,Savings,150k-300k,101676.95,26,11,0,Mobile App,49,585.0,0
290,65,Abia,Business,<50k,456712.39,24,13,0,Mobile App,83,504.0,0
291,58,Bayelsa,Current,50k-150k,259911.8,28,29,0,Mobile App,68,541.0,0
292,57,Benue,Savings,150k-300k,92940.08,31,19,2,USSD,86,516.0,0
293,64,Adamawa,Savings,50k-150k,142232.64,26,17,2,Branch,111,507.0,0
294,39,Adamawa,Savings,150k-300k,45228.72,20,18,1,USSD,68,636.0,0
295,44,Bauchi,Current,300k-600k,16967.57,17,15,0,Mobile App,97,592.0,0
296,56,Ekiti,Savings,300k-600k,126009.6,22,25,0,Branch,71,498.0,1
297,39,Kano,Savings,50k-150k,998608.64,20,11,1,ATM,62,641.0,0
298,36,Kano,Current,50k-150k,408736.14,15,20,2,Mobile App,119,588.0,0
299,53,Abia,Current,50k-150k,3351.0,39,24,3,USSD,57,633.0,0
300,26,Yobe,Savings,50k-150k,700257.57,33,13,1,USSD,10,617.0,0
301,36,Kaduna,Savings,<50k,126575.43,29,17,0,Branch,32,485.0,1
302,19,Rivers,Current,50k-150k,39425.84,19,16,0,Mobile App,58,510.0,1
303,45,Rivers,Savings,<50k,492745.11,18,14,1,Mobile App,90,627.0,0
304,56,Borno,Savings,150k-300k,517666.47,22,20,1,USSD,21,615.0,0
305,39,Ebonyi,Business,300k-600k,375358.34,27,21,2,Mobile App,24,558.0,0
306,68,Katsina,Current,>600k,194193.51,18,19,1,Mobile App,100,571.0,0
307,23,Borno,Current,300k-600k,53991.14,25,15,1,Branch,58,675.0,0
308,64,Ondo,Current,<50k,55140.77,40,21,1,ATM,103,507.0,0
309,24,Kebbi,Savings,<50k,673811.11,27,19,0,ATM,81,609.0,0
310,23,Bayelsa,Business,<50k,65370.07,24,18,0,Mobile App,28,542.0,0
311,50,Adamawa,Business,50k-150k,109806.73,26,12,0,Mobile App,79,540.0,0
312,31,Delta,Current,<50k,279533.74,30,16,2,Mobile App,34,659.0,0
313,18,Cross River,Current,300k-600k,346882.99,29,16,0,Branch,64,634.0,0
314,42,Akwa Ibom,Current,<50k,105997.87,31,17,0,Mobile App,12,633.0,0
315,23,Adamawa,Current,50k-150k,100713.79,29,21,1,Mobile App,43,677.0,0
316,45,Zamfara,Savings,300k-600k,88318.25,21,8,0,Mobile App,12,562.0,0
317,35,Borno,Savings,300k-600k,98327.05,26,13,3,Mobile App,107,621.0,0
318,44,Cross River,Savings,50k-150k,284016.62,18,16,1,USSD,78,532.0,0
319,66,Niger,Savings,50k-150k,12788.77,16,23,3,Mobile App,36,589.0,0
320,19,Taraba,Savings,150k-300k,322046.27,27,22,0,Branch,6,548.0,0
321,57,Oyo,Savings,50k-150k,48369.07,24,18,1,Branch,92,569.0,0
322,38,Borno,Current,50k-150k,35221.04,29,24,1,Mobile App,115,614.0,1
323,40,Akwa Ibom,Savings,150k-300k,25742.17,18,25,1,Mobile App,18,486.0,0
324,19,Ebonyi,Current,50k-150k,53725.26,26,19,0,USSD,26,748.0,0
325,33,Nasarawa,Savings,50k-150k,358995.6,35,18,2,Mobile App,74,469.0,0
326,21,Bauchi,Savings,<50k,154426.14,24,18,1,Mobile App,96,451.0,1
327,51,Edo,Current,<50k,62658.93,23,19,0,USSD,36,664.0,0
