customer_id,gender,age,state,city_type,occupation,education_level,marital_status,num_dependents,income_monthly_ngn,avg_balance_ngn,monthly_deposit_ngn,monthly_withdrawal_ngn,monthly_transactions,num_products,has_mobile_app,uses_agent,loan_active,savings_goal_met,recent_complaints,last_login_days_ago,bvn_verified,nin_linked,telecom_provider,churn
CUST100031,Male,28,Lagos,Peri-urban,Unemployed,No formal,Divorced,1,44414.0,153594.0,14401.0,12744.0,9,2,1,1,0,1,0,199,1,1,9mobile,1
CUST100032,Male,37,Rivers,Peri-urban,Salaried,Postgraduate,Single,2,33303.0,3554.0,22179.0,16968.0,10,1,1,0,0,1,0,42,1,1,Airtel,0
CUST100033,Female,41,Enugu,Peri-urban,Unemployed,Tertiary,Married,1,44096.0,51214.0,10339.0,4799.0,5,1,1,0,0,0,0,179,1,0,Other,0
CUST100034,Female,32,Katsina,Urban,Trader,Secondary,Divorced,1,162196.0,75094.0,11625.0,11811.0,11,1,1,0,1,0,0,329,1,1,GLO,0
CUST100035,Female,65,Lagos,Peri-urban,Self-employed,No formal,Single,6,243713.0,31662.0,458.0,549.0,9,1,1,0,0,0,0,256,1,1,Airtel,0
CUST100036,Male,24,Enugu,Rural,Salaried,Tertiary,Single,2,191979.0,70318.0,39263.0,46030.0,6,1,1,1,0,1,0,37,1,1,Other,0
CUST100037,Male,38,Ogun,Peri-urban,Unemployed,Primary,Single,1,125388.0,130803.0,37219.0,37211.0,8,1,1,1,0,0,0,262,1,1,MTN,1
CUST100038,Female,59,Lagos,Urban,Self-employed,Secondary,Widowed,2,68002.0,68128.0,31871.0,21554.0,8,1,1,0,0,1,0,336,1,1,9mobile,0
CUST100039,Male,43,Lagos,Peri-urban,Farmer,Tertiary,Single,1,78246.0,18507.0,63100.0,38085.0,4,1,1,0,0,0,0,183,0,0,Airtel,0
CUST100040,Male,61,Benue,Peri-urban,Unemployed,Tertiary,Married,2,89218.0,41259.0,69460.0,25123.0,8,1,1,1,1,1,0,279,1,1,GLO,0
CUST100041,Male,31,Lagos,Peri-urban,Business Owner,No formal,Single,4,55790.0,121296.0,24388.0,16454.0,9,4,0,0,0,0,0,290,1,1,9mobile,0
CUST100042,Male,54,Delta,Urban,Student,Primary,Married,1,155829.0,29810.0,34639.0,15257.0,6,1,1,0,0,0,0,200,1,1,Other,0
CUST100043,Female,38,Kaduna,Urban,Self-employed,Tertiary,Married,1,15816.0,57238.0,332.0,176.0,6,4,1,1,0,0,0,41,1,1,Other,0
CUST100044,Male,35,Delta,Peri-urban,Salaried,Secondary,Married,4,18682.0,31323.0,56191.0,61962.0,6,2,1,1,0,0,1,299,1,1,Other,0
CUST100045,Female,22,Imo,Urban,Farmer,Tertiary,Divorced,4,15791.0,6468.0,50852.0,59582.0,9,1,1,0,0,1,0,3,1,1,Airtel,0
CUST100046,Male,20,Rivers,Peri-urban,Trader,Postgraduate,Married,2,34006.0,3019.0,614.0,708.0,15,1,1,0,0,0,1,363,0,1,MTN,0
CUST100047,Male,40,Imo,Urban,Farmer,Secondary,Widowed,3,235113.0,152114.0,23481.0,11130.0,7,1,1,0,0,0,0,118,1,0,MTN,0
CUST100048,Male,43,Ogun,Urban,Unemployed,Secondary,Single,3,24009.0,47407.0,71144.0,79027.0,8,1,0,0,0,0,0,76,1,1,Other,0
CUST100049,Male,54,Delta,Urban,Student,Tertiary,Widowed,3,24818.0,5480.0,6004.0,2566.0,9,1,1,1,0,0,0,279,1,1,9mobile,0
CUST100050,Female,41,Katsina,Urban,Farmer,No formal,Divorced,1,33304.0,97399.0,13046.0,9874.0,8,1,1,0,0,1,0,326,1,0,GLO,1
CUST100051,Female,66,Bayelsa,Rural,Trader,Secondary,Single,1,189665.0,36980.0,12062.0,10606.0,5,1,0,0,0,0,0,122,1,1,9mobile,0
CUST100052,Female,36,Kaduna,Rural,Business Owner,Postgraduate,Married,0,254743.0,73906.0,13199.0,9453.0,9,1,1,0,0,0,0,346,1,1,Airtel,0
CUST100053,Female,68,Oyo,Peri-urban,Salaried,No formal,Single,0,174521.0,6777.0,1284.0,1485.0,7,1,1,0,0,0,0,349,1,1,MTN,0
CUST100054,Female,42,Bayelsa,Urban,Self-employed,No formal,Divorced,2,184534.0,118710.0,9814.0,5887.0,10,3,1,0,0,0,1,155,1,1,GLO,1
CUST100055,Female,38,Kaduna,Peri-urban,Student,No formal,Divorced,2,309577.0,44645.0,10481.0,8119.0,7,3,1,0,1,1,0,328,1,0,Other,0
CUST100056,Male,29,Anambra,Peri-urban,Trader,Secondary,Widowed,3,13897.0,67020.0,60269.0,22173.0,8,2,1,1,1,0,0,102,1,0,Other,0
CUST100057,Male,58,Anambra,Urban,Unemployed,No formal,Single,3,23245.0,1594.0,13021.0,13893.0,7,1,1,1,0,0,0,358,1,1,Airtel,1
CUST100058,Male,50,Lagos,Urban,Unemployed,Tertiary,Single,3,37257.0,18939.0,17784.0,11951.0,11,1,1,1,0,1,0,340,0,1,Airtel,1
CUST100059,Male,67,Imo,Peri-urban,Unemployed,No formal,Single,2,76850.0,15561.0,14377.0,13377.0,7,1,1,0,0,0,1,101,1,1,Airtel,1
CUST100060,Male,21,Kaduna,Peri-urban,Student,Postgraduate,Widowed,2,76626.0,149383.0,3858.0,3526.0,10,3,1,1,0,0,0,44,1,1,Airtel,0
CUST100061,Male,59,Oyo,Rural,Farmer,Primary,Divorced,1,77709.0,10249.0,139245.0,126523.0,7,2,1,0,0,1,0,344,1,1,Other,0
CUST100062,Female,24,Kaduna,Urban,Student,Postgraduate,Married,1,148308.0,61388.0,52431.0,39651.0,9,1,1,1,0,0,0,69,1,0,Other,0
CUST100063,Male,39,Rivers,Peri-urban,Unemployed,Secondary,Single,3,12459.0,2185.0,23356.0,12840.0,5,2,1,0,1,0,0,48,1,0,Airtel,0
CUST100064,Male,50,Bayelsa,Urban,Business Owner,No formal,Widowed,6,61695.0,11013.0,19409.0,16742.0,12,3,1,1,0,0,0,118,1,0,Other,0
CUST100065,Male,34,Rivers,Urban,Trader,No formal,Widowed,0,88903.0,20670.0,31431.0,36636.0,8,2,0,0,0,0,0,339,1,1,Airtel,0
CUST100066,Male,41,Oyo,Urban,Self-employed,Tertiary,Married,2,52224.0,79117.0,11855.0,12454.0,7,3,1,1,0,0,0,295,1,0,GLO,0
CUST100067,Female,51,Kaduna,Urban,Self-employed,No formal,Divorced,2,82990.0,78027.0,1548.0,616.0,6,1,1,0,0,0,0,17,1,1,Airtel,1
CUST100068,Male,45,Enugu,Urban,Student,Postgraduate,Single,2,175649.0,152459.0,15541.0,4987.0,7,1,1,0,0,0,0,46,1,1,Airtel,0
CUST100069,Female,60,Benue,Urban,Unemployed,Secondary,Single,1,74032.0,124306.0,124013.0,92895.0,9,1,1,0,0,1,1,0,1,1,GLO,0
CUST100070,Female,58,Imo,Peri-urban,Salaried,Primary,Widowed,2,479384.0,4251.0,6040.0,6029.0,3,2,1,0,0,0,0,160,1,1,MTN,0
CUST100071,Male,56,Rivers,Peri-urban,Business Owner,No formal,Divorced,2,164728.0,88559.0,22505.0,13109.0,4,4,1,0,1,0,0,294,1,1,9mobile,0
CUST100072,Male,39,Rivers,Urban,Student,Primary,Single,2,88944.0,29999.0,257.0,239.0,13,2,0,0,0,0,0,111,1,1,Airtel,0
CUST100073,Female,66,FCT Abuja,Rural,Unemployed,No formal,Married,1,110151.0,100453.0,3904.0,4446.0,7,1,0,0,0,0,0,22,1,1,GLO,0
CUST100074,Female,34,Kaduna,Urban,Farmer,Secondary,Divorced,2,136658.0,4676.0,26543.0,18927.0,7,1,0,0,0,1,0,243,1,1,GLO,1
CUST100075,Female,51,Imo,Urban,Self-employed,Postgraduate,Divorced,0,319059.0,86515.0,10590.0,5504.0,10,2,1,1,0,1,0,269,1,1,Other,1
CUST100076,Female,23,Rivers,Peri-urban,Self-employed,Secondary,Widowed,2,201413.0,8696.0,70833.0,79757.0,11,1,0,1,1,0,0,252,0,1,Airtel,0
CUST100077,Male,63,Delta,Urban,Business Owner,Primary,Widowed,2,111194.0,20311.0,15635.0,11336.0,9,1,1,0,0,0,0,292,1,0,GLO,0
CUST100078,Male,23,Ogun,Urban,Self-employed,No formal,Single,3,36332.0,1464.0,6997.0,4667.0,13,2,1,0,0,1,0,70,1,1,MTN,0
CUST100079,Male,51,Benue,Urban,Salaried,Primary,Widowed,0,101690.0,6604.0,23663.0,14624.0,6,1,1,0,0,1,1,75,1,1,MTN,0
CUST100080,Female,18,Benue,Urban,Unemployed,Postgraduate,Divorced,1,117865.0,29505.0,47539.0,32361.0,14,2,1,0,0,0,0,164,0,0,9mobile,0
CUST100081,Female,27,Kaduna,Peri-urban,Unemployed,Secondary,Single,2,140972.0,85280.0,588.0,533.0,9,1,1,0,1,0,0,262,1,1,Other,1
CUST100082,Male,38,Anambra,Urban,Business Owner,Primary,Single,5,36161.0,74288.0,21127.0,14585.0,10,1,0,1,0,0,0,108,1,1,Other,1
CUST100083,Male,22,FCT Abuja,Urban,Unemployed,Primary,Divorced,2,136014.0,13413.0,44541.0,26359.0,4,1,1,1,0,0,0,179,1,1,Other,0
CUST100084,Male,19,Rivers,Urban,Business Owner,Postgraduate,Single,3,143877.0,8225.0,3281.0,3180.0,13,2,1,1,1,0,0,144,0,0,Airtel,0
CUST100085,Male,39,FCT Abuja,Peri-urban,Unemployed,No formal,Married,3,23562.0,24654.0,69929.0,33753.0,9,2,1,0,0,1,0,189,1,0,MTN,0
CUST100086,Female,65,Anambra,Urban,Salaried,Primary,Married,0,23741.0,107394.0,9217.0,4440.0,8,1,1,0,0,0,0,164,1,0,Airtel,0
CUST100087,Female,19,Oyo,Peri-urban,Trader,Postgraduate,Single,2,191466.0,4794.0,5612.0,5201.0,5,1,0,1,0,0,0,13,1,0,GLO,0
CUST100088,Female,27,Oyo,Urban,Student,No formal,Widowed,1,32422.0,39144.0,26694.0,28830.0,5,1,1,0,1,1,0,243,0,1,9mobile,0
CUST100089,Male,51,Bayelsa,Urban,Student,No formal,Married,1,279348.0,4650.0,5772.0,2985.0,4,2,0,0,0,0,0,310,1,0,9mobile,0
CUST100090,Male,33,Kaduna,Urban,Unemployed,Secondary,Single,2,54459.0,31764.0,34155.0,16122.0,7,1,1,0,0,0,0,56,1,1,Airtel,1
CUST100091,Female,65,Anambra,Urban,Farmer,Postgraduate,Married,2,98976.0,6779.0,20206.0,18252.0,8,1,1,0,0,0,0,3,1,1,9mobile,0
CUST100092,Female,68,Kano,Urban,Self-employed,No formal,Widowed,2,94742.0,4187.0,3495.0,3001.0,8,1,1,0,0,0,0,213,0,0,Airtel,0
CUST100093,Female,56,Bayelsa,Urban,Salaried,Secondary,Divorced,1,36799.0,10589.0,73080.0,51341.0,5,2,1,0,0,1,0,48,1,0,Other,0
CUST100094,Female,39,Kano,Rural,Farmer,Tertiary,Single,3,244669.0,14736.0,33553.0,12961.0,4,1,1,1,0,0,0,80,1,1,GLO,0
CUST100095,Male,29,Kaduna,Urban,Farmer,Postgraduate,Single,6,54506.0,16167.0,23689.0,9064.0,7,1,0,0,1,0,0,34,1,1,Other,0
CUST100096,Male,41,Lagos,Peri-urban,Unemployed,Tertiary,Single,1,73803.0,51820.0,14068.0,14062.0,10,1,1,1,0,0,1,180,1,0,9mobile,0
CUST100097,Male,64,Imo,Urban,Salaried,No formal,Single,4,11758.0,2828.0,4346.0,3071.0,12,1,1,1,0,1,1,159,1,1,GLO,1
CUST100098,Male,57,FCT Abuja,Urban,Student,Postgraduate,Single,1,21026.0,4213.0,36881.0,39543.0,10,1,1,1,0,0,0,357,1,1,MTN,0
CUST100099,Male,55,FCT Abuja,Urban,Self-employed,Secondary,Single,2,193043.0,10456.0,50405.0,41194.0,7,1,1,1,0,1,1,216,1,0,Airtel,0
CUST100100,Male,27,Imo,Rural,Student,No formal,Widowed,0,69652.0,102811.0,4034.0,3457.0,2,1,1,0,0,1,0,265,1,1,GLO,0
CUST100101,Female,52,Imo,Urban,Farmer,Postgraduate,Divorced,3,41326.0,49524.0,20470.0,23352.0,3,3,0,0,1,0,1,250,1,0,Airtel,1
CUST100102,Male,68,Oyo,Urban,Self-employed,Postgraduate,Widowed,1,41928.0,65535.0,19899.0,8918.0,6,2,0,1,0,0,0,112,1,1,GLO,0
CUST100103,Male,66,Kano,Urban,Trader,Tertiary,Widowed,1,114689.0,23131.0,12919.0,10189.0,6,1,1,0,1,0,0,189,1,1,9mobile,1
CUST100104,Female,49,Imo,Urban,Farmer,No formal,Divorced,1,217637.0,11990.0,46726.0,16463.0,7,1,1,0,0,1,0,1,1,0,Other,0
CUST100105,Male,24,Delta,Urban,Student,Secondary,Widowed,1,42222.0,1935.0,3145.0,1959.0,7,2,0,0,1,0,0,62,0,1,9mobile,0
CUST100106,Male,38,Katsina,Urban,Student,Secondary,Married,0,187686.0,33524.0,6883.0,2982.0,10,1,1,1,0,0,1,119,1,1,MTN,0
CUST100107,Female,37,Imo,Urban,Unemployed,No formal,Widowed,3,60608.0,42699.0,48.0,23.0,5,4,1,1,0,0,0,244,1,1,9mobile,1
CUST100108,Male,43,Rivers,Urban,Student,No formal,Single,0,109846.0,113653.0,14004.0,15983.0,8,3,1,0,0,1,1,271,1,0,GLO,0
CUST100109,Male,21,Rivers,Peri-urban,Salaried,Primary,Married,0,14168.0,106893.0,10325.0,8772.0,11,1,0,1,0,0,0,130,1,1,MTN,0
CUST100110,Male,63,Rivers,Urban,Farmer,Tertiary,Married,4,16530.0,27642.0,60521.0,66751.0,11,1,1,0,1,0,0,216,1,1,GLO,0
CUST100111,Male,69,Oyo,Urban,Business Owner,No formal,Divorced,3,146434.0,27546.0,41090.0,28729.0,3,1,1,0,0,1,0,17,1,0,Other,0
CUST100112,Female,39,Benue,Urban,Business Owner,No formal,Widowed,3,89653.0,8785.0,2648.0,2219.0,5,2,1,0,0,0,0,230,1,1,Airtel,0
CUST100113,Female,32,Anambra,Peri-urban,Self-employed,Primary,Widowed,1,100666.0,14883.0,40523.0,13327.0,10,2,1,1,0,0,0,297,1,1,Other,0
CUST100114,Female,57,Delta,Urban,Student,Primary,Married,1,26512.0,129958.0,33755.0,24390.0,8,1,0,0,1,0,0,231,1,1,Other,0
CUST100115,Female,38,Enugu,Urban,Unemployed,Postgraduate,Widowed,3,47870.0,7601.0,9927.0,8018.0,10,2,1,0,0,1,0,123,1,1,Other,0
CUST100116,Female,32,Benue,Urban,Unemployed,Secondary,Widowed,0,15541.0,173206.0,467.0,147.0,4,1,1,0,0,1,0,49,1,1,GLO,0
CUST100117,Male,39,Kano,Urban,Student,Tertiary,Divorced,3,32648.0,35133.0,3671.0,3710.0,9,1,0,0,1,0,0,176,1,0,Airtel,0
CUST100118,Female,69,Delta,Urban,Salaried,Postgraduate,Married,3,68574.0,30496.0,8628.0,4882.0,8,1,1,0,1,0,0,2,1,1,GLO,0
CUST100119,Male,45,Bayelsa,Peri-urban,Unemployed,No formal,Single,2,94023.0,9597.0,50886.0,35989.0,2,1,0,0,0,0,0,71,1,1,MTN,0
CUST100120,Female,31,Kano,Peri-urban,Business Owner,Primary,Married,1,36850.0,54168.0,18782.0,14689.0,4,1,1,0,0,1,0,124,1,1,GLO,0
CUST100121,Female,44,Delta,Peri-urban,Self-employed,Secondary,Divorced,4,115058.0,30795.0,75176.0,89683.0,9,2,1,0,0,0,0,4,0,1,Other,1
CUST100122,Male,58,Katsina,Urban,Farmer,Postgraduate,Divorced,2,67629.0,23154.0,46698.0,18178.0,11,1,1,1,0,1,0,184,1,1,9mobile,0
CUST100123,Male,57,Delta,Urban,Trader,Secondary,Divorced,3,57120.0,15361.0,10153.0,8120.0,10,2,1,0,1,0,0,83,1,0,9mobile,0
CUST100124,Male,45,Delta,Urban,Salaried,Primary,Widowed,2,75472.0,3440.0,56000.0,43542.0,10,3,1,1,1,0,0,152,1,1,GLO,0
CUST100125,Male,43,Benue,Urban,Unemployed,Postgraduate,Married,3,463197.0,36629.0,3724.0,1348.0,8,1,1,1,0,0,0,197,1,0,Other,0
CUST100126,Female,66,Delta,Urban,Farmer,Postgraduate,Widowed,0,60557.0,18764.0,1104.0,961.0,9,1,0,0,0,0,0,219,0,0,Other,0
CUST100127,Female,19,FCT Abuja,Peri-urban,Trader,Secondary,Widowed,5,164929.0,61527.0,28136.0,15705.0,5,1,1,0,0,0,0,22,1,0,9mobile,0
CUST100128,Male,42,Benue,Urban,Student,Primary,Married,3,114452.0,64281.0,12545.0,4935.0,10,1,1,0,1,1,0,137,1,1,Airtel,0
CUST100129,Male,20,Lagos,Urban,Student,No formal,Divorced,2,55989.0,20181.0,11989.0,5524.0,15,4,1,1,0,0,0,160,1,0,Airtel,0
CUST100130,Male,25,Kaduna,Urban,Self-employed,Postgraduate,Single,4,17344.0,55300.0,34867.0,36305.0,8,2,1,0,0,1,0,72,0,1,Other,1
CUST100131,Male,61,Bayelsa,Urban,Trader,No formal,Single,1,39805.0,14966.0,56934.0,22416.0,12,1,0,0,0,1,0,194,1,0,MTN,0
CUST100132,Male,50,Bayelsa,Urban,Student,Primary,Married,2,74981.0,64946.0,11666.0,8402.0,8,1,1,1,1,0,0,96,1,1,MTN,0
CUST100133,Male,59,FCT Abuja,Peri-urban,Student,Postgraduate,Married,1,63701.0,810.0,11792.0,5610.0,8,2,0,1,0,0,1,73,1,1,MTN,0
CUST100134,Female,69,Imo,Urban,Business Owner,Postgraduate,Divorced,2,224857.0,8221.0,22898.0,10215.0,7,1,1,0,1,1,0,26,0,0,MTN,0
CUST100135,Male,52,Anambra,Peri-urban,Unemployed,No formal,Married,0,36174.0,14052.0,31769.0,15412.0,6,1,1,0,0,0,0,162,1,1,MTN,1
CUST100136,Male,23,Kaduna,Peri-urban,Self-employed,Tertiary,Married,1,61336.0,74126.0,6803.0,5058.0,10,1,1,0,0,0,0,61,1,1,9mobile,0
CUST100137,Female,56,Kano,Peri-urban,Farmer,No formal,Divorced,2,113434.0,3434.0,73145.0,37597.0,4,1,1,0,0,0,0,262,1,0,Other,0
CUST100138,Male,69,Anambra,Urban,Student,No formal,Divorced,2,54498.0,10416.0,31876.0,12338.0,7,1,1,0,1,0,0,198,0,1,GLO,0
CUST100139,Female,40,Kaduna,Urban,Business Owner,Tertiary,Widowed,2,168141.0,22207.0,29438.0,30064.0,7,2,0,0,0,1,0,213,1,1,9mobile,0
CUST100140,Female,42,Katsina,Urban,Salaried,Primary,Married,3,26303.0,461.0,70363.0,55294.0,12,1,1,0,0,0,0,265,0,1,9mobile,0
CUST100141,Male,67,Katsina,Peri-urban,Salaried,Primary,Single,1,17827.0,71800.0,71340.0,31473.0,9,1,1,0,0,0,0,26,1,0,Other,0
CUST100142,Male,60,Ogun,Urban,Farmer,Postgraduate,Married,2,54094.0,41061.0,4370.0,3165.0,7,1,0,0,0,0,0,67,1,1,Airtel,0
CUST100143,Male,36,Imo,Rural,Trader,Secondary,Single,1,65665.0,115470.0,4702.0,1700.0,8,1,1,1,0,0,0,194,1,0,9mobile,0
CUST100144,Male,22,Benue,Urban,Self-employed,Secondary,Single,3,85182.0,1576.0,43058.0,35410.0,5,1,1,0,0,0,0,303,1,1,9mobile,0
CUST100145,Male,68,Enugu,Urban,Business Owner,Postgraduate,Single,1,79289.0,15831.0,94313.0,57180.0,14,1,1,1,0,1,0,362,1,1,GLO,0
CUST100146,Female,28,Katsina,Urban,Unemployed,Secondary,Widowed,1,48470.0,65699.0,32945.0,12953.0,10,1,1,0,0,0,1,322,1,0,MTN,0
CUST100147,Male,29,Kano,Urban,Business Owner,No formal,Divorced,2,18017.0,56219.0,15896.0,7396.0,6,2,0,0,0,1,0,344,1,1,9mobile,0
CUST100148,Male,27,Lagos,Urban,Salaried,No formal,Divorced,1,62907.0,13923.0,34510.0,21090.0,14,3,1,0,1,0,0,326,1,0,MTN,1
CUST100149,Male,25,Rivers,Peri-urban,Salaried,Tertiary,Widowed,4,27472.0,45278.0,7795.0,7996.0,7,4,1,0,0,0,0,301,1,1,Other,0
CUST100150,Female,41,Ogun,Peri-urban,Farmer,Tertiary,Divorced,1,74589.0,78935.0,185937.0,84858.0,6,2,0,0,0,0,1,97,1,1,9mobile,0
CUST100151,Male,45,Rivers,Peri-urban,Trader,Postgraduate,Widowed,1,25824.0,1698.0,16921.0,6746.0,12,2,1,0,0,0,0,201,1,1,GLO,0
CUST100152,Male,58,Bayelsa,Rural,Trader,Postgraduate,Married,1,98473.0,63227.0,80509.0,61537.0,2,2,1,0,0,0,0,247,1,1,GLO,0
CUST100153,Male,53,Imo,Peri-urban,Farmer,Postgraduate,Widowed,1,314070.0,14524.0,16906.0,13573.0,6,3,1,0,0,1,0,347,1,0,Other,0
CUST100154,Female,54,Delta,Urban,Business Owner,No formal,Divorced,2,36420.0,147683.0,78991.0,30113.0,11,2,1,0,0,0,0,10,1,1,MTN,0
CUST100155,Male,38,Enugu,Peri-urban,Salaried,Secondary,Divorced,3,22419.0,38633.0,12270.0,6823.0,8,1,1,0,0,0,0,31,1,0,Airtel,0
CUST100156,Female,25,Bayelsa,Urban,Business Owner,Postgraduate,Married,3,196086.0,1698.0,42881.0,23005.0,6,2,0,0,0,1,0,327,1,0,Other,0
CUST100157,Female,26,Kaduna,Urban,Business Owner,Postgraduate,Widowed,4,343366.0,25828.0,90479.0,42308.0,10,1,0,0,0,1,0,147,1,0,Airtel,0
CUST100158,Male,64,Bayelsa,Peri-urban,Self-employed,No formal,Married,3,22816.0,169530.0,31152.0,18195.0,9,2,1,0,0,0,0,132,1,1,GLO,0
CUST100159,Female,32,Oyo,Urban,Salaried,No formal,Single,0,64465.0,65536.0,33956.0,11321.0,12,2,1,0,0,0,0,268,1,1,GLO,0
CUST100160,Male,65,Imo,Urban,Trader,No formal,Widowed,1,108481.0,17868.0,3257.0,2887.0,4,2,1,1,0,1,0,202,1,0,9mobile,0
CUST100161,Female,63,Katsina,Urban,Unemployed,Secondary,Married,1,55383.0,42815.0,19286.0,22943.0,11,2,1,0,0,1,0,121,1,1,GLO,0
CUST100162,Female,57,Lagos,Urban,Business Owner,Postgraduate,Married,1,14470.0,45702.0,65346.0,56893.0,10,1,0,0,0,0,0,97,1,0,MTN,0
CUST100163,Male,35,Enugu,Rural,Salaried,Primary,Divorced,3,20346.0,1181.0,8269.0,5168.0,5,3,1,1,0,0,0,235,1,1,GLO,0
